"Level","Role","Label en","Additional Label","Technical Name","Abstract","Type name short","Period type","Balance","Substitution Group","References"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","List of additional significant ESRS sectors in which significant activities are developed or in which undertaking is or may be connected to material impacts other than disclosed under breakdown of revenue","","esrs:ListOfAdditionalSignificantESRSSectorsInWhichSignificantActivitiesAreDevelopedOrInWhichUndertakingIsOrMayBeConnectedToMaterialImpactsOtherThanDisclosedUnderBreakdownOfRevenue","False","enumeration","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: c; Section: SBM-1"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Undertaking is active in fossil fuel (coal, oil and gas) sector","","esrs:UndertakingIsActiveInFossilFuelCoalOilAndGasSector","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: i; Section: SBM-1, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 4 Exposure to companies active in the fossil fuel sector; Section: Annex 1; Subsection: Table 1, Name: Commission Delegated Regulation (EU); Number: 2020/1816; Section: Annex 2, Name: Commission Implementing Regulation (EU); Number: 2022/2453; Subsection: Table 1: Qualitative information on Environmental risk and Table 2: Qualitative information on Social risk"
"4","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Revenue from fossil fuel (coal, oil and gas) sector","","esrs:RevenueFromFossilFuelCoalOilAndGasSector","False","monetary","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: i; Section: SBM-1, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 4 Exposure to companies active in the fossil fuel sector; Section: Annex 1; Subsection: Table 1, Name: Commission Delegated Regulation (EU); Number: 2020/1816; Section: Annex 2, Name: Commission Implementing Regulation (EU); Number: 2022/2453; Subsection: Table 1: Qualitative information on Environmental risk and Table 2: Qualitative information on Social risk"
"5","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Revenue from coal","","esrs:RevenueFromCoal","False","monetary","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: i; Section: SBM-1"
"5","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Revenue from oil","","esrs:RevenueFromOil","False","monetary","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: i; Section: SBM-1"
"5","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Revenue from gas","","esrs:RevenueFromGas","False","monetary","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: i; Section: SBM-1"
"5","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Revenue from Taxonomy-aligned economic activities related to fossil gas","","esrs:RevenueFromTaxonomyalignedEconomicActivitiesRelatedToFossilGas","False","monetary","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: i; Section: SBM-1"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Undertaking is active in chemicals production","","esrs:UndertakingIsActiveInChemicalsProduction","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: ii; Section: SBM-1, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 9 Investments in companies producing chemicals; Section: Annex 1; Subsection: Table 2, Name: Commission Delegated Regulation (EU); Number: 2020/1816; Section: Annex 2"
"4","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Revenue from chemicals production","","esrs:RevenueFromChemicalsProduction","False","monetary","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: ii; Section: SBM-1, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 9 Investments in companies producing chemicals; Section: Annex 1; Subsection: Table 2, Name: Commission Delegated Regulation (EU); Number: 2020/1816; Section: Annex 2"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Undertaking is active in controversial weapons","","esrs:UndertakingIsActiveInControversialWeapons","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: iii; Section: SBM-1, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 14 Exposure to controversial weapons (anti-personnel mines, cluster munitions, chemical weapons and biological weapons); Section: Annex 1; Subsection: Table 1, Name: Commission Delegated Regulation (EU); Number: 2020/1816; Section: Annex 2, Name: Commission Delegated Regulation (EU); Number: 2020/1818; Paragraph: Article 12; Clause: 1"
"4","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Revenue from controversial weapons","","esrs:RevenueFromControversialWeapons","False","monetary","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: iii; Section: SBM-1, Name: Commission Delegated Regulation (EU); Number: 2022/1288; Clause: Indicator 14 Exposure to controversial weapons (anti-personnel mines, cluster munitions, chemical weapons and biological weapons); Section: Annex 1; Subsection: Table 1, Name: Commission Delegated Regulation (EU); Number: 2020/1816; Section: Annex 2, Name: Commission Delegated Regulation (EU); Number: 2020/1818; Paragraph: Article 12; Clause: 1"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Undertaking is active in cultivation and production of tobacco","","esrs:UndertakingIsActiveInCultivationAndProductionOfTobacco","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: iv; Section: SBM-1, Name: Commission Delegated Regulation (EU); Number: 2020/1818; Paragraph: Article 12; Clause: 1 b, Name: Commission Delegated Regulation (EU); Number: 2020/1816; Section: Annex 2"
"4","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Revenue from cultivation and production of tobacco","","esrs:RevenueFromCultivationAndProductionOfTobacco","False","monetary","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: d; Clause: iv; Section: SBM-1, Name: Commission Delegated Regulation (EU); Number: 2020/1818; Paragraph: Article 12; Clause: 1 b, Name: Commission Delegated Regulation (EU); Number: 2020/1816; Section: Annex 2"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Description of sustainability-related goals in terms of significant groups of products and services, customer categories, geographical areas and relationships with stakeholders [text block]","","esrs:DescriptionOfSustainabilityrelatedGoalsInTermsOfSignificantGroupsOfProductsAndServicesCustomerCategoriesGeographicalAreasAndRelationshipsWithStakeholdersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: e; Section: SBM-1"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Disclosure of assessment of current significant products and (or) services, and significant markets and customer groups, in relation to sustainability-related goals [text block]","","esrs:DisclosureOfAssessmentOfCurrentSignificantProductsAndOrServicesAndSignificantMarketsAndCustomerGroupsInRelationToSustainabilityrelatedGoalsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: f; Section: SBM-1"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Disclosure of elements of strategy that relate to or impact sustainability matters [text block]","","esrs:DisclosureOfElementsOfStrategyThatRelateToOrImpactSustainabilityMattersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 40; Subparagraph: g; Section: SBM-1"
"2","[200710] ESRS2.SBM-1 Strategy, business model and value chain","List of ESRS sectors that are significant for undertaking when omitting breakdown of revenue by significant ESRS sector","","esrs:ListOfESRSSectorsThatAreSignificantForUndertakingWhenOmittingBreakdownOfRevenueBySignificantESRSSector","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 41; Section: SBM-1"
"2","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Description of business model and value chain [text block]","","esrs:DescriptionOfBusinessModelAndValueChainExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 42; Section: SBM-1"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Description of inputs and approach to gathering, developing and securing inputs [text block]","","esrs:DescriptionOfInputsAndApproachToGatheringDevelopingAndSecuringInputsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 42; Subparagraph: a; Section: SBM-1"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Description of outputs and outcomes in terms of current and expected benefits for customers, investors and other stakeholders [text block]","","esrs:DescriptionOfOutputsAndOutcomesInTermsOfCurrentAndExpectedBenefitsForCustomersInvestorsAndOtherStakeholdersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 42; Subparagraph: b; Section: SBM-1"
"3","[200710] ESRS2.SBM-1 Strategy, business model and value chain","Description of main features of upstream and downstream value chain and undertaking's position in value chain [text block]","","esrs:DescriptionOfMainFeaturesOfUpstreamAndDownstreamValueChainAndUndertakingsPositionInValueChainExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 42; Subparagraph: c; Section: SBM-1"
"1","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Interests and views of stakeholders - general [abstract]","","esrs:InterestsAndViewsOfStakeholdersGeneralAbstract","True","string","Duration","-","Item",""
"2","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Disclosure of how interests and views of stakeholders are taken into account by strategy and business model [text block]","","esrs:DisclosureOfHowInterestsAndViewsOfStakeholdersAreTakenIntoAccountByStrategyAndBusinessModelExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 43; Section: SBM-2"
"3","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Interests and views of stakeholders [abstract]","","esrs:InterestsAndViewsOfStakeholdersAbstract","True","string","Duration","-","Item",""
"4","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Interests and views of stakeholders [table]","","esrs:InterestsAndViewsOfStakeholdersTable","True","string","Duration","-","HypercubeItem",""
"5","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Topical ESRS [axis]","","esrs:TopicalESRSAxis","True","string","Duration","-","DimensionItem",""
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","All topics / topic unspecified / NA [member]","","esrs:TopicTopicUnspecifiedMember","True","domain","Duration","-","Item",""
"7","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","ESRS S1 Own workforce [member]","","esrs:ESRSS1OwnWorkforceMember","True","domain","Duration","-","Item",""
"7","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","ESRS S2 Workers in value chain [member]","","esrs:ESRSS2WorkersInValueChainMember","True","domain","Duration","-","Item",""
"7","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","ESRS S3 Affected communities [member]","","esrs:ESRSS3AffectedCommunitiesMember","True","domain","Duration","-","Item",""
"7","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","ESRS S4 Consumers and end-users [member]","","esrs:ESRSS4ConsumersAndEndusersMember","True","domain","Duration","-","Item",""
"4","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Interests and views of stakeholders [line items]","","esrs:InterestsAndViewsOfStakeholdersLineItems","True","string","Duration","-","Item",""
"5","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of stakeholder engagement [text block]","","esrs:DescriptionOfStakeholderEngagementExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: a; Section: SBM-2"
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of key stakeholders [text block]","","esrs:DescriptionOfKeyStakeholdersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: a; Clause: i; Section: SBM-2"
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Engagement with stakeholders occurs","","esrs:EngagementWithStakeholdersOccurs","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: a; Clause: ii; Section: SBM-2"
"7","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of categories of stakeholders for which engagement occurs [text block]","","esrs:DescriptionOfCategoriesOfStakeholdersForWhichEngagementOccursExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: a; Clause: ii; Section: SBM-2"
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of how stakeholder engagement is organised [text block]","","esrs:DescriptionOfHowStakeholderEngagementIsOrganisedExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: a; Clause: iii; Section: SBM-2"
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of purpose of stakeholder engagement [text block]","","esrs:DescriptionOfPurposeOfStakeholderEngagementExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: a; Clause: iv; Section: SBM-2"
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of how outcome of stakeholder engagement is taken into account [text block]","","esrs:DescriptionOfHowOutcomeOfStakeholderEngagementIsTakenIntoAccountExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: a; Clause: v; Section: SBM-2"
"5","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of understanding of interests and views of key stakeholders as they relate to undertaking's strategy and business model [text block]","","esrs:DescriptionOfUnderstandingOfInterestsAndViewsOfKeyStakeholdersAsTheyRelateToUndertakingsStrategyAndBusinessModelExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: b; Section: SBM-2"
"5","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of amendments to strategy and (or) business model [text block]","","esrs:DescriptionOfAmendmentsToStrategyAndOrBusinessModelExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: c; Section: SBM-2"
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of how strategy and (or) business model have been amended or are expected to be amended to address interests and views of stakeholders [text block]","","esrs:DescriptionOfHowStrategyAndOrBusinessModelHaveBeenAmendedOrAreExpectedToBeAmendedToAddressInterestsAndViewsOfStakeholdersExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: c; Clause: i; Section: SBM-2"
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of any further steps that are being planned and in what timeline [text block]","","esrs:DescriptionOfAnyFurtherStepsThatAreBeingPlannedAndInWhatTimelineExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: c; Clause: ii; Section: SBM-2"
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Amendments to strategy and (or) business model are likely to modify relationship with and views of stakeholders","","esrs:AmendmentsToStrategyAndOrBusinessModelAreLikelyToModifyRelationshipWithAndViewsOfStakeholders","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: c; Clause: iii; Section: SBM-2"
"5","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Administrative, management and supervisory bodies are informed about views and interests of affected stakeholders with regard to sustainability-related impacts","","esrs:AdministrativeManagementAndSupervisoryBodiesAreInformedAboutViewsAndInterestsOfAffectedStakeholdersWithRegardToSustainabilityrelatedImpacts","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: d; Section: SBM-2"
"6","[200720] ESRS2.SBM-2 Interests and views of stakeholders - general","Description of how administrative, management and supervisory bodies are informed about views and interests of affected stakeholders with regard to sustainability-related impacts [text block]","","esrs:DescriptionOfHowAdministrativeManagementAndSupervisoryBodiesAreInformedAboutViewsAndInterestsOfAffectedStakeholdersWithRegardToSustainabilityrelatedImpactsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 45; Subparagraph: d; Section: SBM-2"
"1","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","List of material impacts, risks and opportunities and their interaction with strategy and business model (ESRS 2) - general [abstract]","","esrs:ListOfMaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelESRS2GeneralAbstract","True","string","Duration","-","Item",""
"2","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Disclosure of material impacts, risks and opportunities and how they interact with strategy and business model [text block]","","esrs:DisclosureOfMaterialImpactsRisksAndOpportunitiesAndHowTheyInteractWithStrategyAndBusinessModelExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 46; Section: SBM-3"
"3","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","List of material impacts, risks and opportunities and their interaction with strategy and business model (ESRS 2) [abstract]","","esrs:ListOfMaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelESRS2Abstract","True","string","Duration","-","Item",""
"4","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","List of material impacts, risks and opportunities and their interaction with strategy and business model (ESRS 2) [table]","","esrs:ListOfMaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelESRS2Table","True","string","Duration","-","HypercubeItem",""
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Identifier of impact, risk and opportunity [typed axis]","","esrs:IdentifierOfImpactRiskAndOpportunityTypedAxis","True","string","Duration","-","DimensionItem",""
"4","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","List of material impacts, risks and opportunities and their interaction with strategy and business model (ESRS 2) [line items]","","esrs:ListOfMaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelESRS2LineItems","True","string","Duration","-","Item",""
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Name or identifier of impact, risk and opportunity","","esrs:NameOrIdentifierOfImpactRiskAndOpportunity","False","string","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 46; Section: SBM-3"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Material impact, risk or opportunity","","esrs:MaterialImpactRiskOrOpportunity","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: a; Section: SBM-3"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Type of ESRS topic","","esrs:TypeOfESRSTopic","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: ESRS 1; Paragraph: AR 16"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Type of ESRS sub-topic","","esrs:TypeOfESRSSubtopic","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: ESRS 1; Paragraph: AR 16"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Description of material impacts resulting from materiality assessment [text block]","","esrs:DescriptionOfMaterialImpactsResultingFromMaterialityAssessmentExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: a; Section: SBM-3, Name: ESRS; Number: E4; Paragraph: 16; Section: SBM-3"
"6","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Disclosure of how material negative and positive impacts affect (or are likely to affect) people or environment [text block]","","esrs:DisclosureOfHowMaterialNegativeAndPositiveImpactsAffectOrAreLikelyToAffectPeopleOrEnvironmentExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: c; Clause: i; Section: SBM-3"
"6","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Impacts originate from or are connected to strategy and business model","","esrs:ImpactsOriginateFromOrAreConnectedToStrategyAndBusinessModel","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: c; Clause: ii; Section: SBM-3"
"7","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Disclosure of how impacts originate from or are connected to strategy and business model [text block]","","esrs:DisclosureOfHowImpactsOriginateFromOrAreConnectedToStrategyAndBusinessModelExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: c; Clause: ii; Section: SBM-3"
"6","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Reasonably expected time horizons of material impacts","","esrs:ReasonablyExpectedTimeHorizonsOfMaterialImpacts","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: c; Clause: iii; Section: SBM-3"
"6","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Undertaking is involved with material impacts through its activities","","esrs:UndertakingIsInvolvedWithMaterialImpactsThroughItsActivities","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: c; Clause: iv; Section: SBM-3"
"6","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Undertaking is involved with material impacts because of its business relationships","","esrs:UndertakingIsInvolvedWithMaterialImpactsBecauseOfItsBusinessRelationships","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: c; Clause: iv; Section: SBM-3"
"6","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Description of nature of activities or business relationships through which undertaking is involved with material impacts [text block]","","esrs:DescriptionOfNatureOfActivitiesOrBusinessRelationshipsThroughWhichUndertakingIsInvolvedWithMaterialImpactsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: c; Clause: iv; Section: SBM-3"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Description of material risks and (or) opportunities resulting from materiality assessment [text block]","","esrs:DescriptionOfMaterialRisksAndOrOpportunitiesResultingFromMaterialityAssessmentExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: a; Section: SBM-3, Name: ESRS; Number: S2; Paragraph: 11; Subparagraph: e; Section: SBM-3, Name: ESRS; Number: S3; Paragraph: 9; Subparagraph: d; Section: SBM-3, Name: ESRS; Number: S4; Paragraph: 10; Subparagraph: d; Section: SBM-3, Name: ESRS; Number: S1; Paragraph: 14; Subparagraph: d; Section: SBM-3"
"6","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Disclosure of current financial effects of material risks and opportunities on financial position, financial performance and cash flows and material risks and opportunities for which there is significant risk of material adjustment within next annual reporting period to carrying amounts of assets and liabilities reported in related financial statements. Phase-in provisions in accordance with Appendix C of ESRS 1 might be applied. [text block]","The current and anticipated financial effects are expected to be disclosed in monetary values. While the ESRS XBRL Taxonomy does not have detailed numerical XBRL elements yet, the corresponding quantitative disclosures are expected to be part of the content tagged by this textblock tag.","esrs:DisclosureOfCurrentFinancialEffectsOfMaterialRisksAndOpportunitiesOnFinancialPositionFinancialPerformanceAndCashFlowsAndMaterialRisksAndOpportunitiesForWhichThereIsSignificantRiskOfMaterialAdjustmentWithinNextAnnualReportingPeriodToCarryingAmountsOfAssetsAndLiabilitiesReportedInRelatedFinancialStatementsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: d; Section: SBM-3"
"6","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Disclosure of anticipated financial effects of material risks and opportunities on financial position, financial performance and cash flows over short-, medium- and long-term. Phase-in provisions in accordance with Appendix C of ESRS 1 might be applied. [text block]","The anticipated financial effects are expected to be disclosed in monetary values. While the ESRS XBRL Taxonomy does not have detailed numerical XBRL elements yet, the corresponding quantitative disclosures are expected to be part of the content tagged by this textblock tag.","esrs:DisclosureOfAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesOnFinancialPositionFinancialPerformanceAndCashFlowsOverShortMediumAndLongtermExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: e; Section: SBM-3"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Disclosure of current and anticipated effects of material impacts, risks and opportunities on business model, value chain, strategy and decision-making, and how undertaking has responded or plans to respond to these effects [text block]","The current and anticipated financial effects are expected to be disclosed in monetary values. While the ESRS XBRL Taxonomy does not have detailed numerical XBRL elements yet, the corresponding quantitative disclosures are expected to be part of the content tagged by this textblock tag.","esrs:DisclosureOfCurrentAndAnticipatedEffectsOfMaterialImpactsRisksAndOpportunitiesOnBusinessModelValueChainStrategyAndDecisionmakingAndHowUndertakingHasRespondedOrPlansToRespondToTheseEffectsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: b; Section: SBM-3"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Information about resilience of strategy and business model regarding capacity to address material impacts and risks and to take advantage of material opportunities [text block]","","esrs:InformationAboutResilienceOfStrategyAndBusinessModelRegardingCapacityToAddressMaterialImpactsAndRisksAndToTakeAdvantageOfMaterialOpportunitiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E4; Paragraph: 13; Section: E4-1, Name: ESRS; Number: E1; Paragraph: 19; Section: SBM-3, Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: f; Section: SBM-3"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Disclosure of changes to material impacts, risks and opportunities compared to previous reporting period [text block]","","esrs:DisclosureOfChangesToMaterialImpactsRisksAndOpportunitiesComparedToPreviousReportingPeriodExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: g; Section: SBM-3"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","ESRS Disclosure Requirements covering impacts, risks and opportunities","","esrs:ESRSDisclosureRequirementsCoveringImpactsRisksAndOpportunities","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: h; Section: SBM-3"
"5","[200730] ESRS2.SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model - general","Impacts, risks and opportunities are covered by entity-specific disclosures","","esrs:ImpactsRisksAndOpportunitiesAreCoveredByEntityspecificDisclosures","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 48; Subparagraph: h; Section: SBM-3"
